,modelo_trabalho_atual,bancos_dados_usados_dia_a_dia,tamanho_empresa,desafios_gestor,cargo_atual,satisfacao_trabalho,idade,area_formacao,linguagem_principal,nivel_hierarquico,id_participante,linguagens_usadas_dia_a_dia,situacao_trabalho,tamanho_equipe_dados,criterios_escolha_emprego,modelo_trabalho_ideal,regiao_residencia,atua_como_gestor,tempo_busca_emprego_meses,experiencia_dados_anos,setor_atuacao,nivel_ensino,ano,experiencia_anos_num,regiao_origem,entrevistas_ultimos_6m,genero,uf_residencia,motivos_insatisfacao,salario_medio_mensal,planos_mudar_emprego,grupo_cargo,faixa_idade,experiencia_ti_anos,ferramentas_bi_usadas_dia_a_dia,tipo_oportunidade_buscada,faixa_salarial
3909,Modelo 100% remoto,"Google BigQuery, SAP HANA, DynamoDB, PostgreSQL, SQL SERVER",Acima de 3.000,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,True,48.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Sênior,pfl6p9ouutggdjvisbmpfl6p96jf53ge,"SQL, Python",Empregado (CLT),,Maturidade da empresa em termos de tecnologia e dados,Modelo 100% remoto,Sul,False,,de 1 a 2 anos,Outra Opção,Graduação/Bacharelado,2022,1.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,RS,,14000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Engenheiro de Dados,45-49,Mais de 10 anos,,,de R$ 12.001/mês a R$ 16.000/mês
3910,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 501 a 1.000,"Contratar novos talentos., Organizar as informações e garantir a qualidade e confiabilidade., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.",,True,37.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,pfc2zack4fgnpz1yopfc2zackrjgb5lt,,Empregado (CLT),11 - 20,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,True,,Mais de 10 anos,Seguros ou Previdência,Pós-graduação,2022,12.0,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,,40001.0,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,35-39,Mais de 10 anos,,,Acima de R$ 40.001/mês
3911,,,,,,,27.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,pf92e9auraxbqh42supf92zfsh5echj2,,"Desempregado, buscando recolocação",,,,Sudeste,,,,,Graduação/Bacharelado,2022,,,,Masculino,SP,,,,Não se aplica/Outra área,25-29,,,,
3912,Modelo 100% remoto,Databricks,Acima de 3.000,,Product Manager/ Product Owner (PM/APM/DPM/GPM/PO),True,27.0,Outras Engenharias,Python,Júnior,pf1bydrmkr05q0ynw6x6xpf1bydnos3f,"SQL, Python",Empregado (CLT),,"Plano de carreira e oportunidades de crescimento profissional, Qualidade dos gestores e líderes, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,Menos de 1 ano,Tecnologia/Fábrica de Software,Graduação/Bacharelado,2022,0.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,MG,,7000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Gestão de Produto de Dados,25-29,Menos de 1 ano,,,de R$ 6.001/mês a R$ 8.000/mês
3913,Modelo 100% presencial,,Acima de 3.000,Gestão de equipes no ambiente remoto.,,True,29.0,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,pel6irgs5jnjwyxv11shlpel6ik148hy,,Servidor Público,11 - 20,"Remuneração/Salário, Ambiente e clima de trabalho",Modelo híbrido com dias fixos de trabalho presencial,Centro-oeste,True,,de 3 a 4 anos,Setor Público,Mestrado,2022,3.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,MT,,18000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 16.001/mês a R$ 20.000/mês
3914,Modelo híbrido com dias fixos de trabalho presencial,"Oracle, SQL SERVER, PostgreSQL",Acima de 3.000,,Analista de Dados/Data Analyst,True,34.0,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,SAS/Stata,Pleno,pehabtd4oc3ixmlmjingqpeha59j8arm,"SQL, R, SAS/Stata",Empregado (CLT),,"Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,False,,de 3 a 4 anos,Finanças ou Bancos,Pós-graduação,2022,3.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,RS,,10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Analista de Dados,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
3915,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Teradata,Acima de 3.000,,Analista de Marketing,True,22.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,SQL,Pleno,pe7lgt4jaxa3e7sy2bvpe7lgt4hooxsh,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto,Sudeste,False,,de 1 a 2 anos,Área de Consultoria,Graduação/Bacharelado,2022,1.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,SP,,5000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Outros,22-24,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 4.001/mês a R$ 6.000/mês
3916,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"SAP HANA, Microsoft Access",Acima de 3.000,,Outra Opção,True,28.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,Não utiliza programação,Pleno,pe6ocd7r0lmnujxmpe6ocd9h0uusj40h,Não utilizo nenhuma das linguagens listadas,Empregado (CLT),,"Flexibilidade de trabalho remoto, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Nordeste,False,,Não tenho experiência na área de dados,Indústria,Pós-graduação,2022,0.0,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,AL,,5000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Outros,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 4.001/mês a R$ 6.000/mês
3917,Modelo 100% presencial,SQL SERVER,de 51 a 100,,Analista de BI/BI Analyst,False,27.0,Outras Engenharias,Visual Basic/VBA,Júnior,pe4v7gwolkr5h1l3mmpe4vv54ww3hnnx,Não utilizo nenhuma das linguagens listadas,Empregado (CLT),,"Remuneração/Salário, Benefícios, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,Menos de 1 ano,Indústria,Pós-graduação,2022,0.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,SP,"Falta de maturidade analítica na empresa, Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",3500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Analista de BI,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 3.001/mês a R$ 4.000/mês
3918,Modelo 100% remoto,"MySQL, Google BigQuery",Acima de 3.000,,Analista de Inteligência de Mercado/Market Intelligence,True,28.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Júnior,pdtuvchqya80pdtuvs9s7k1fzfj04f7j,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho",Modelo 100% remoto,Sul,False,,de 3 a 4 anos,Setor Imobiliário/ Construção Civil,Estudante de Graduação,2022,3.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,RS,,2500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Outros,25-29,de 1 a 2 anos,,,de R$ 2.001/mês a R$ 3.000/mês
3919,Modelo 100% presencial,Não utilizo nenhum,de 1.001 a 3.000,,Professor,False,38.0,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Não utiliza programação,Pleno,pcuswqtcqf2oi471lypcus7hh9gsmbga,Não utilizo nenhuma das linguagens listadas,Empregado (CLT),,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,Não tenho experiência na área de dados,Educação,Pós-graduação,2022,0.0,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,MG,Gostaria de trabalhar em em outra área de atuação,2500.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Outros,35-39,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 2.001/mês a R$ 3.000/mês
3920,Modelo 100% remoto,,de 51 a 100,"Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados., Conseguir levar inovação para a empresa através dos dados., Organizar as informações e garantir a qualidade e confiabilidade.",,True,27.0,Outras Engenharias,,,pcuezzfmfat0zpcuezfvfnpmwubrhxef,,Empreendedor ou Empregado (CNPJ),1 - 3,"Remuneração/Salário, Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,True,,de 4 a 6 anos,Área de Consultoria,Mestrado,2022,5.0,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,SP,,7000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 6.001/mês a R$ 8.000/mês
3921,Modelo híbrido com dias fixos de trabalho presencial,"DB2, SQL SERVER, Databricks, MongoDB",Acima de 3.000,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,True,50.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Sênior,pcu91sjof1xvdi8tlji2pcu91szwwyen,"SQL, Python, R, Scala",Empregado (CLT),,"Remuneração/Salário, Benefícios, Reputação que a empresa tem no mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,False,,Mais de 10 anos,Indústria,Pós-graduação,2022,12.0,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,PR,,14000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Engenheiro de Dados,50-54,Mais de 10 anos,,,de R$ 12.001/mês a R$ 16.000/mês
3922,Modelo 100% remoto,"SQL SERVER, Splunk, Hive",Acima de 3.000,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,True,28.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Pleno,pcte4fjk9cuo3mbyr2g8vpcte4fjsj22,"SQL, Python, Scala",Empregado (CLT),,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Sul,False,,de 1 a 2 anos,Tecnologia/Fábrica de Software,Estudante de Graduação,2022,1.5,Sudeste,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,PR,,10000.5,"Estou em busca de oportunidades, mas apenas fora do Brasil",Engenheiro de Dados,25-29,de 1 a 2 anos,,,de R$ 8.001/mês a R$ 12.000/mês
3923,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Google BigQuery,de 501 a 1.000,,Analista de BI/BI Analyst,False,26.0,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,SQL,Sênior,pbp2eum8usjpfxvox5opbp2eukgi1bcc,SQL,Empregado (CLT),,"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,de 3 a 4 anos,Outra Opção,Graduação/Bacharelado,2022,3.5,Nordeste,"Sim, fui aprovado e mudei de emprego",Feminino,SP,"O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa",14000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Analista de BI,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 12.001/mês a R$ 16.000/mês
3924,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"S3, Databricks, SQL SERVER, Oracle, Amazon Redshift, MySQL",Acima de 3.000,,Analista de BI/BI Analyst,True,45.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Sênior,pbk7wbth8m857tm4pbk7ph5dxlj62s6o,"SQL, Python",Vivo fora do Brasil e trabalho para empresa de fora do Brasil,,"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,False,,Mais de 10 anos,Outra Opção,Mestrado,2022,12.0,,"Sim, fui aprovado e mudei de emprego",Masculino,,,35000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Analista de BI,45-49,de 5 a 6 anos,,,de R$ 30.001/mês a R$ 40.000/mês
3925,Modelo híbrido com dias fixos de trabalho presencial,Nenhum,de 101 a 500,,Outra Opção,False,37.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não utiliza programação,Júnior,pbhxcozt55ua114sumpbhxciw1v10p56,Não utilizo nenhuma das linguagens listadas,Empregado (CLT),,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,Menos de 1 ano,Agronegócios,Estudante de Graduação,2022,0.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,MG,"Falta de maturidade analítica na empresa, Gostaria de trabalhar em em outra área de atuação, Salário atual não corresponde ao mercado",2500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Outros,35-39,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Fazemos todas as análises utilizando apenas Excel ou planilhas do google, Microsoft PowerBI",,de R$ 2.001/mês a R$ 3.000/mês
3926,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"MySQL, Redis, S3, Elaticsearch, Amazon Athena, PostgreSQL",de 51 a 100,,Analista de Suporte/Analista Técnico,False,32.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Júnior,pbabv0uyo3bnl1zgpbzzppq26hbxeq0u,SQL,Empregado (CLT),,"Benefícios, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,Menos de 1 ano,Tecnologia/Fábrica de Software,Graduação/Bacharelado,2022,0.5,,"Sim, fiz entrevistas mas não fui aprovado",Masculino,SP,"Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, Gostaria de receber mais benefícios",3500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Outros,30-34,Menos de 1 ano,,,de R$ 3.001/mês a R$ 4.000/mês
3927,,,,,,,28.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,pb4uxqwpmqwo1hgkgjy7pb4uxqw0j5mv,,Trabalho na área Acadêmica/Pesquisador,,,,Sudeste,,,,,Estudante de Graduação,2022,,,,Feminino,SP,,,,Não se aplica/Outra área,25-29,,,,
3928,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"SQL SERVER, Oracle, MySQL",de 6 a 10,,Analista de BI/BI Analyst,True,27.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não utiliza programação,Júnior,pavy06unpg9sbfzhnpavy06dzhbemxwb,"SQL, Não utilizo nenhuma das linguagens listadas",Empregado (CLT),,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Nordeste,False,,Menos de 1 ano,Tecnologia/Fábrica de Software,Estudante de Graduação,2022,0.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,BA,,1500.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Analista de BI,25-29,Menos de 1 ano,,,de R$ 1.001/mês a R$ 2.000/mês
3929,Modelo 100% remoto,Google BigQuery,de 1.001 a 3.000,,Cientista de Dados/Data Scientist,True,26.0,Outras Engenharias,Python,Pleno,pakk2xwo3ftavky8xpakk0em5zshdqfb,"Python, SQL",Empregado (CLT),,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Sul,False,,de 1 a 2 anos,Varejo,Graduação/Bacharelado,2022,1.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,RS,,10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Cientista de Dados,25-29,Menos de 1 ano,,,de R$ 8.001/mês a R$ 12.000/mês
3930,Modelo 100% remoto,"SQL SERVER, MySQL",Acima de 3.000,,Analista de BI/BI Analyst,True,26.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Pleno,p9y53lth5jugyr5hugpp9y53ltkicux6,"SQL, Visual Basic/VBA",Empregado (CLT),,"Remuneração/Salário, Benefícios, Ambiente e clima de trabalho",Modelo 100% remoto,Sudeste,False,,de 3 a 4 anos,Telecomunicação,Estudante de Graduação,2022,3.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,MG,,7000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Analista de BI,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 6.001/mês a R$ 8.000/mês
